PROJECT INFO
File Path,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached.rvt
File Name,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached
Central File Path,"Error extracting central file path: File does not exist.
Parameter name: file"
Export by,m.cubero@karakusevic-carson.com
Export Date,2025-01-14
Export Time,18:53:01
DATA
11987020,GM-DryRiser,True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12929628,"MEP Placeholder-Type Name-Beggins With-""IN""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12929629,"MEP Placeholder-Type Name-Beggins With-""ROOF""",True,False,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12929630,"MEP Placeholder-Type Name-Equals-""FLUE""",True,False,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12929631,"MEP Placeholder-Type Name-Equals-""GULLY""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12929632,"MEP Placeholder-Type Name-Equals-""RWO"" or ""RWP ROOF""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12929633,"MEP Placeholder-Type Name-Equals-""RWP""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12929634,"MEP Placeholder-Type Name-Equals-""STUB STACK""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12929635,"MEP Placeholder-Type Name-Equals-""SVP""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12929639,"MEP Placeholder-Type Name-Equals-""STUB STACK Under Counter""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12982318,"Walls-Type Name-Does Not Begin With-""Ss_25_""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
12995800,"TEMP-PF-Familiy Name-Contains-""PF_Cooker""",True,False,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
13067092,"Walls-Type Name-Contains-""Placeholder 200mm Concrete""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
13308233,"MEP Placeholder-Type Name-Equals-""RWP_Balcony""",True,True,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
14118054,"Property Lines-Name-Equals-""Phase 1A - Demo""",True,False,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,False,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
14972388,Views-Elevations-Not-31000-41000-40000,True,False,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
15174805,Sections-41000-40000,True,False,AreaPlan,J3-12005-1_Level 5,False,12000-GA Plans 1-50,"J3-12005 - Building J3, Fifth Floor Plan - 1"
953158,Views-Hide Unreferenced,True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
3868818,Views-Hide Sketch Views,True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
11573561,"Property Lines-Name-Equals-""Phase 1B & 2""",True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
11987020,GM-DryRiser,True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12929628,"MEP Placeholder-Type Name-Beggins With-""IN""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12929629,"MEP Placeholder-Type Name-Beggins With-""ROOF""",True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12929630,"MEP Placeholder-Type Name-Equals-""FLUE""",True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12929631,"MEP Placeholder-Type Name-Equals-""GULLY""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12929632,"MEP Placeholder-Type Name-Equals-""RWO"" or ""RWP ROOF""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12929633,"MEP Placeholder-Type Name-Equals-""RWP""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12929634,"MEP Placeholder-Type Name-Equals-""STUB STACK""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12929635,"MEP Placeholder-Type Name-Equals-""SVP""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12929639,"MEP Placeholder-Type Name-Equals-""STUB STACK Under Counter""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12982318,"Walls-Type Name-Does Not Begin With-""Ss_25_""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
12995800,"TEMP-PF-Familiy Name-Contains-""PF_Cooker""",True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
13067092,"Walls-Type Name-Contains-""Placeholder 200mm Concrete""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
13308233,"MEP Placeholder-Type Name-Equals-""RWP_Balcony""",True,True,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
14118054,"Property Lines-Name-Equals-""Phase 1A - Demo""",True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
14972388,Views-Elevations-Not-31000-41000-40000,True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
15174805,Sections-41000-40000,True,False,AreaPlan,J3-12006-1_Level 6,False,12000-GA Plans 1-50,"J3-12006 - Building J3, Sixth Floor Plan - 1"
953158,Views-Hide Unreferenced,True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
3868818,Views-Hide Sketch Views,True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
11573561,"Property Lines-Name-Equals-""Phase 1B & 2""",True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
11987020,GM-DryRiser,True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12929628,"MEP Placeholder-Type Name-Beggins With-""IN""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12929629,"MEP Placeholder-Type Name-Beggins With-""ROOF""",True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12929630,"MEP Placeholder-Type Name-Equals-""FLUE""",True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12929631,"MEP Placeholder-Type Name-Equals-""GULLY""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12929632,"MEP Placeholder-Type Name-Equals-""RWO"" or ""RWP ROOF""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12929633,"MEP Placeholder-Type Name-Equals-""RWP""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12929634,"MEP Placeholder-Type Name-Equals-""STUB STACK""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12929635,"MEP Placeholder-Type Name-Equals-""SVP""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12929639,"MEP Placeholder-Type Name-Equals-""STUB STACK Under Counter""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12982318,"Walls-Type Name-Does Not Begin With-""Ss_25_""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
12995800,"TEMP-PF-Familiy Name-Contains-""PF_Cooker""",True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
13067092,"Walls-Type Name-Contains-""Placeholder 200mm Concrete""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
13308233,"MEP Placeholder-Type Name-Equals-""RWP_Balcony""",True,True,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
14118054,"Property Lines-Name-Equals-""Phase 1A - Demo""",True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
14972388,Views-Elevations-Not-31000-41000-40000,True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
15174805,Sections-41000-40000,True,False,AreaPlan,J3-12007-1_Level 7,False,12000-GA Plans 1-50,"J3-12007 - Building J3, Seventh Floor Plan - 1"
953158,Views-Hide Unreferenced,True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
3868818,Views-Hide Sketch Views,True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
11573561,"Property Lines-Name-Equals-""Phase 1B & 2""",True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
11987020,GM-DryRiser,True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12929628,"MEP Placeholder-Type Name-Beggins With-""IN""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12929629,"MEP Placeholder-Type Name-Beggins With-""ROOF""",True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12929630,"MEP Placeholder-Type Name-Equals-""FLUE""",True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12929631,"MEP Placeholder-Type Name-Equals-""GULLY""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12929632,"MEP Placeholder-Type Name-Equals-""RWO"" or ""RWP ROOF""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12929633,"MEP Placeholder-Type Name-Equals-""RWP""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12929634,"MEP Placeholder-Type Name-Equals-""STUB STACK""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12929635,"MEP Placeholder-Type Name-Equals-""SVP""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12929639,"MEP Placeholder-Type Name-Equals-""STUB STACK Under Counter""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12982318,"Walls-Type Name-Does Not Begin With-""Ss_25_""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
12995800,"TEMP-PF-Familiy Name-Contains-""PF_Cooker""",True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
13067092,"Walls-Type Name-Contains-""Placeholder 200mm Concrete""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
13308233,"MEP Placeholder-Type Name-Equals-""RWP_Balcony""",True,True,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
14118054,"Property Lines-Name-Equals-""Phase 1A - Demo""",True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
14972388,Views-Elevations-Not-31000-41000-40000,True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
15174805,Sections-41000-40000,True,False,AreaPlan,J3-12008-1_Level 8,False,12000-GA Plans 1-50,"J3-12008 - Building J3, Roof Plan - 1"
953158,Views-Hide Unreferenced,True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
3868818,Views-Hide Sketch Views,True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
11573561,"Property Lines-Name-Equals-""Phase 1B & 2""",True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
11987020,GM-DryRiser,True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12929628,"MEP Placeholder-Type Name-Beggins With-""IN""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12929629,"MEP Placeholder-Type Name-Beggins With-""ROOF""",True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12929630,"MEP Placeholder-Type Name-Equals-""FLUE""",True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12929631,"MEP Placeholder-Type Name-Equals-""GULLY""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12929632,"MEP Placeholder-Type Name-Equals-""RWO"" or ""RWP ROOF""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12929633,"MEP Placeholder-Type Name-Equals-""RWP""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12929634,"MEP Placeholder-Type Name-Equals-""STUB STACK""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12929635,"MEP Placeholder-Type Name-Equals-""SVP""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12929639,"MEP Placeholder-Type Name-Equals-""STUB STACK Under Counter""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12982318,"Walls-Type Name-Does Not Begin With-""Ss_25_""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12995800,"TEMP-PF-Familiy Name-Contains-""PF_Cooker""",True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
13067092,"Walls-Type Name-Contains-""Placeholder 200mm Concrete""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
13259194,"GM-Family Name-Contains-""AirBrick""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
13308233,"MEP Placeholder-Type Name-Equals-""RWP_Balcony""",True,True,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
14118054,"Property Lines-Name-Equals-""Phase 1A - Demo""",True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
14972388,Views-Elevations-Not-31000-41000-40000,True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
15174805,Sections-41000-40000,True,False,View Template,12000-GA Plans 1-50,True,N/A,Not in a sheet
12738327,"Walls-Type Name-Does not begin with-""Placeholder""",True,False,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
12738329,"Floors-Type Name-Contains-""Upstand"" and ""Outer""",True,True,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
12738330,"Floors-Type Name-Contains-""Balcony""",True,True,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
12759261,"Floors-Type Name-Does not contain-""Placeholder""",True,False,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
12892469,"Floors-Type Name-Contains-""Upstand""-Upstand Hatch",True,True,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
13057989,"GM-Family Name-Does not contain-""Pipe""",True,False,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
13226168,GM-Pipework Transfer,True,False,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
13287585,"GM-Type Name-Contains-""RWP_Balcony""",True,False,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
13294377,"GM-Comment-""Not 15000 GF""",True,False,AreaPlan,G2-15001-1_Level 0,False,15000-Slab Setting Out Plans Ground Floor 1-50,"G2-15001 - Building G2, Ground Floor Plan - Slab Setting Out 02 - 1"
